Distance,Nozzle_DSD,Volume,WS.m_s,WS.meas,Temp.C,RH,Rep,TestID,Dep_flux
-1,Lechler IDK 11001 (coarse),10,4.5,891,30.8,61,T52-T54,T53,0.504
0,Lechler IDK 11001 (coarse),10,4.5,891,30.8,61,T52-T54,T53,40746.34667
1,Lechler IDK 11001 (coarse),10,4.5,891,30.8,61,T52-T54,T53,108710.9333
2,Lechler IDK 11001 (coarse),10,4.5,891,30.8,61,T52-T54,T53,17211.41333
3,Lechler IDK 11001 (coarse),10,4.5,891,30.8,61,T52-T54,T53,1121.536
4,Lechler IDK 11001 (coarse),10,4.5,891,30.8,61,T52-T54,T53,3209.621333
5,Lechler IDK 11001 (coarse),10,4.5,891,30.8,61,T52-T54,T53,2302.016
6,Lechler IDK 11001 (coarse),10,4.5,891,30.8,61,T52-T54,T53,154.3194667
8,Lechler IDK 11001 (coarse),10,4.5,891,30.8,61,T52-T54,T53,207.5962667
12,Lechler IDK 11001 (coarse),10,4.5,891,30.8,61,T52-T54,T53,3832.373333
16,Lechler IDK 11001 (coarse),10,4.5,891,30.8,61,T52-T54,T53,356.7893333
20,Lechler IDK 11001 (coarse),10,4.5,891,30.8,61,T52-T54,T53,196.9258667
-3,Lechler IDK 11001 (coarse),10,4.5,884,31.1,58.6,T52-T54,T54,0.1808
-2,Lechler IDK 11001 (coarse),10,4.5,884,31.1,58.6,T52-T54,T54,0.612266667
-1,Lechler IDK 11001 (coarse),10,4.5,884,31.1,58.6,T52-T54,T54,1.399466667
0,Lechler IDK 11001 (coarse),10,4.5,884,31.1,58.6,T52-T54,T54,1497.488
1,Lechler IDK 11001 (coarse),10,4.5,884,31.1,58.6,T52-T54,T54,97571.73333
2,Lechler IDK 11001 (coarse),10,4.5,884,31.1,58.6,T52-T54,T54,8509.866667
3,Lechler IDK 11001 (coarse),10,4.5,884,31.1,58.6,T52-T54,T54,1065.013333
4,Lechler IDK 11001 (coarse),10,4.5,884,31.1,58.6,T52-T54,T54,2803.904
5,Lechler IDK 11001 (coarse),10,4.5,884,31.1,58.6,T52-T54,T54,3793.061333
6,Lechler IDK 11001 (coarse),10,4.5,884,31.1,58.6,T52-T54,T54,547.7493333
8,Lechler IDK 11001 (coarse),10,4.5,884,31.1,58.6,T52-T54,T54,220.2624
12,Lechler IDK 11001 (coarse),10,4.5,884,31.1,58.6,T52-T54,T54,3122.08
16,Lechler IDK 11001 (coarse),10,4.5,884,31.1,58.6,T52-T54,T54,335.4341333
20,Lechler IDK 11001 (coarse),10,4.5,884,31.1,58.6,T52-T54,T54,159.2
-3,XR11001 (fine),10,3,590,31.3,57.5,T55-T57,T55,0.0752
-2,XR11001 (fine),10,3,590,31.3,57.5,T55-T57,T55,0.9984
-1,XR11001 (fine),10,3,590,31.3,57.5,T55-T57,T55,1586.981333
0,XR11001 (fine),10,3,590,31.3,57.5,T55-T57,T55,62273.6
1,XR11001 (fine),10,3,590,31.3,57.5,T55-T57,T55,120617.0667
2,XR11001 (fine),10,3,590,31.3,57.5,T55-T57,T55,21533.92
3,XR11001 (fine),10,3,590,31.3,57.5,T55-T57,T55,7588.053333
4,XR11001 (fine),10,3,590,31.3,57.5,T55-T57,T55,1274.773333
5,XR11001 (fine),10,3,590,31.3,57.5,T55-T57,T55,519.2506667
6,XR11001 (fine),10,3,590,31.3,57.5,T55-T57,T55,358.1776
8,XR11001 (fine),10,3,590,31.3,57.5,T55-T57,T55,519.9056
12,XR11001 (fine),10,3,590,31.3,57.5,T55-T57,T55,501.9109333
16,XR11001 (fine),10,3,590,31.3,57.5,T55-T57,T55,233.9946667
20,XR11001 (fine),10,3,590,31.3,57.5,T55-T57,T55,164.6197333
-3,XR11001 (fine),10,3,600,30.9,57.4,T55-T57,T56,3.8336
-2,XR11001 (fine),10,3,600,30.9,57.4,T55-T57,T56,218.4170667
-1,XR11001 (fine),10,3,600,30.9,57.4,T55-T57,T56,3272.181333
0,XR11001 (fine),10,3,600,30.9,57.4,T55-T57,T56,25216
1,XR11001 (fine),10,3,600,30.9,57.4,T55-T57,T56,122026.6667
2,XR11001 (fine),10,3,600,30.9,57.4,T55-T57,T56,8039.306667
3,XR11001 (fine),10,3,600,30.9,57.4,T55-T57,T56,4461.44
4,XR11001 (fine),10,3,600,30.9,57.4,T55-T57,T56,997.2746667
5,XR11001 (fine),10,3,600,30.9,57.4,T55-T57,T56,493.5952
6,XR11001 (fine),10,3,600,30.9,57.4,T55-T57,T56,386.8405333
8,XR11001 (fine),10,3,600,30.9,57.4,T55-T57,T56,441.2778667
12,XR11001 (fine),10,3,600,30.9,57.4,T55-T57,T56,598.6186667
16,XR11001 (fine),10,3,600,30.9,57.4,T55-T57,T56,333.6314667
20,XR11001 (fine),10,3,600,30.9,57.4,T55-T57,T56,154.9610667
-3,XR11001 (fine),10,3,595,31.3,55.2,T55-T57,T57,0.178666667
-2,XR11001 (fine),10,3,595,31.3,55.2,T55-T57,T57,3337.941333
-1,XR11001 (fine),10,3,595,31.3,55.2,T55-T57,T57,11790.88
0,XR11001 (fine),10,3,595,31.3,55.2,T55-T57,T57,27274.66667
1,XR11001 (fine),10,3,595,31.3,55.2,T55-T57,T57,105395.7333
2,XR11001 (fine),10,3,595,31.3,55.2,T55-T57,T57,2494.346667
3,XR11001 (fine),10,3,595,31.3,55.2,T55-T57,T57,4207.733333
4,XR11001 (fine),10,3,595,31.3,55.2,T55-T57,T57,1427.621333
5,XR11001 (fine),10,3,595,31.3,55.2,T55-T57,T57,495.4757333
6,XR11001 (fine),10,3,595,31.3,55.2,T55-T57,T57,224.9717333
8,XR11001 (fine),10,3,595,31.3,55.2,T55-T57,T57,217.9888
12,XR11001 (fine),10,3,595,31.3,55.2,T55-T57,T57,417.4869333
16,XR11001 (fine),10,3,595,31.3,55.2,T55-T57,T57,271.48
20,XR11001 (fine),10,3,595,31.3,55.2,T55-T57,T57,128.2661333
