"Location","Vel_dir","Height","H_m","Width","Source","Velocity_mph","Distance_m","Velocity_ms","Nom_WS","Vel_Dir_label"
"BottomLeft","X","0.6096","Height = 0.6m","0.99","Raw -3m 3m-s",0.0209895833333333,-3,0.00938318333333333,3,"Perpendicular to 
wind flow (across) (X)"
"BottomLeft","Y","0.6096","Height = 0.6m","0.99","Raw -3m 3m-s",6.4640625,-3,2.8896945,3,"Parallel to 
wind flow(Y)"
"BottomLeft","Z","0.6096","Height = 0.6m","0.99","Raw -3m 3m-s",0.0514583333333333,-3,0.0230039333333333,3,"Vertical (Z)"
"BottomCenter","X","0.6096","Height = 0.6m","2.1","Raw -3m 3m-s",0.0454166666666667,-3,0.0203030666666667,3,"Perpendicular to 
wind flow (across) (X)"
"BottomCenter","Y","0.6096","Height = 0.6m","2.1","Raw -3m 3m-s",6.51791666666667,-3,2.91376946666667,3,"Parallel to 
wind flow(Y)"
"BottomCenter","Z","0.6096","Height = 0.6m","2.1","Raw -3m 3m-s",0.196354166666667,-3,0.0877781666666667,3,"Vertical (Z)"
"BottomRight","X","0.6096","Height = 0.6m","3.3","Raw -3m 3m-s",-0.0461979166666667,-3,-0.0206523166666667,3,"Perpendicular to 
wind flow (across) (X)"
"BottomRight","Y","0.6096","Height = 0.6m","3.3","Raw -3m 3m-s",5.74703125,-3,2.56915285,3,"Parallel to 
wind flow(Y)"
"BottomRight","Z","0.6096","Height = 0.6m","3.3","Raw -3m 3m-s",0.136770833333333,-3,0.0611420333333333,3,"Vertical (Z)"
"MidLeft","X","1.2192","Height = 1.2m","0.99","Raw -3m 3m-s",-0.00515625,-3,-0.00230505,3,"Perpendicular to 
wind flow (across) (X)"
"MidLeft","Y","1.2192","Height = 1.2m","0.99","Raw -3m 3m-s",6.26463541666667,-3,2.80054261666667,3,"Parallel to 
wind flow(Y)"
"MidLeft","Z","1.2192","Height = 1.2m","0.99","Raw -3m 3m-s",0.0392708333333333,-3,0.0175556333333333,3,"Vertical (Z)"
"MidCenter","X","1.2192","Height = 1.2m","2.1","Raw -3m 3m-s",-0.000677083333333333,-3,-0.000302683333333333,3,"Perpendicular to 
wind flow (across) (X)"
"MidCenter","Y","1.2192","Height = 1.2m","2.1","Raw -3m 3m-s",6.33822916666667,-3,2.83344196666667,3,"Parallel to 
wind flow(Y)"
"MidCenter","Z","1.2192","Height = 1.2m","2.1","Raw -3m 3m-s",0.1053125,-3,0.0470789,3,"Vertical (Z)"
"MidRight","X","1.2192","Height = 1.2m","3.3","Raw -3m 3m-s",0.0224479166666667,-3,0.0100351166666667,3,"Perpendicular to 
wind flow (across) (X)"
"MidRight","Y","1.2192","Height = 1.2m","3.3","Raw -3m 3m-s",6.37161458333333,-3,2.84836658333333,3,"Parallel to 
wind flow(Y)"
"MidRight","Z","1.2192","Height = 1.2m","3.3","Raw -3m 3m-s",0.14375,-3,0.064262,3,"Vertical (Z)"
"TopLeft","X","1.8288","Height = 1.8m","0.99","Raw -3m 3m-s",-0.06015625,-3,-0.02689225,3,"Perpendicular to 
wind flow (across) (X)"
"TopLeft","Y","1.8288","Height = 1.8m","0.99","Raw -3m 3m-s",7.2496875,-3,3.2409003,3,"Parallel to 
wind flow(Y)"
"TopLeft","Z","1.8288","Height = 1.8m","0.99","Raw -3m 3m-s",0.0644791666666667,-3,0.0288247666666667,3,"Vertical (Z)"
"TopCenter","X","1.8288","Height = 1.8m","2.1","Raw -3m 3m-s",-0.176666666666667,-3,-0.0789770666666667,3,"Perpendicular to 
wind flow (across) (X)"
"TopCenter","Y","1.8288","Height = 1.8m","2.1","Raw -3m 3m-s",7.11276041666667,-3,3.17968841666667,3,"Parallel to 
wind flow(Y)"
"TopCenter","Z","1.8288","Height = 1.8m","2.1","Raw -3m 3m-s",0.0990625,-3,0.0442849,3,"Vertical (Z)"
"TopRight","X","1.8288","Height = 1.8m","3.3","Raw -3m 3m-s",-0.00364583333333333,-3,-0.00162983333333333,3,"Perpendicular to 
wind flow (across) (X)"
"TopRight","Y","1.8288","Height = 1.8m","3.3","Raw -3m 3m-s",6.74380208333333,-3,3.01474928333333,3,"Parallel to 
wind flow(Y)"
"TopRight","Z","1.8288","Height = 1.8m","3.3","Raw -3m 3m-s",0.09859375,-3,0.04407535,3,"Vertical (Z)"
"BottomLeft","X","0.6096","Height = 0.6m","0.99","Raw -3m 4.5m-s",0.0494270833333333,-3,0.0220958833333333,4.5,"Perpendicular to 
wind flow (across) (X)"
"BottomLeft","Y","0.6096","Height = 0.6m","0.99","Raw -3m 4.5m-s",9.65359375,-3,4.31554255,4.5,"Parallel to 
wind flow(Y)"
"BottomLeft","Z","0.6096","Height = 0.6m","0.99","Raw -3m 4.5m-s",0.0483333333333333,-3,0.0216069333333333,4.5,"Vertical (Z)"
"BottomCenter","X","0.6096","Height = 0.6m","2.1","Raw -3m 4.5m-s",-0.0424479166666667,-3,-0.0189759166666667,4.5,"Perpendicular to 
wind flow (across) (X)"
"BottomCenter","Y","0.6096","Height = 0.6m","2.1","Raw -3m 4.5m-s",9.92807291666667,-3,4.43824571666667,4.5,"Parallel to 
wind flow(Y)"
"BottomCenter","Z","0.6096","Height = 0.6m","2.1","Raw -3m 4.5m-s",0.158802083333333,-3,0.0709908833333333,4.5,"Vertical (Z)"
"BottomRight","X","0.6096","Height = 0.6m","3.3","Raw -3m 4.5m-s",-0.02703125,-3,-0.01208405,4.5,"Perpendicular to 
wind flow (across) (X)"
"BottomRight","Y","0.6096","Height = 0.6m","3.3","Raw -3m 4.5m-s",8.57411458333333,-3,3.83297218333333,4.5,"Parallel to 
wind flow(Y)"
"BottomRight","Z","0.6096","Height = 0.6m","3.3","Raw -3m 4.5m-s",0.106041666666667,-3,0.0474048666666667,4.5,"Vertical (Z)"
"MidLeft","X","1.2192","Height = 1.2m","0.99","Raw -3m 4.5m-s",-0.0565625,-3,-0.0252857,4.5,"Perpendicular to 
wind flow (across) (X)"
"MidLeft","Y","1.2192","Height = 1.2m","0.99","Raw -3m 4.5m-s",9.48182291666667,-3,4.23875411666667,4.5,"Parallel to 
wind flow(Y)"
"MidLeft","Z","1.2192","Height = 1.2m","0.99","Raw -3m 4.5m-s",0.0221354166666667,-3,0.00989541666666667,4.5,"Vertical (Z)"
"MidCenter","X","1.2192","Height = 1.2m","2.1","Raw -3m 4.5m-s",0.02796875,-3,0.01250315,4.5,"Perpendicular to 
wind flow (across) (X)"
"MidCenter","Y","1.2192","Height = 1.2m","2.1","Raw -3m 4.5m-s",9.77322916666667,-3,4.36902436666667,4.5,"Parallel to 
wind flow(Y)"
"MidCenter","Z","1.2192","Height = 1.2m","2.1","Raw -3m 4.5m-s",0.0740104166666667,-3,0.0330856166666667,4.5,"Vertical (Z)"
"MidRight","X","1.2192","Height = 1.2m","3.3","Raw -3m 4.5m-s",0.04046875,-3,0.01809115,4.5,"Perpendicular to 
wind flow (across) (X)"
"MidRight","Y","1.2192","Height = 1.2m","3.3","Raw -3m 4.5m-s",9.73625,-3,4.3524932,4.5,"Parallel to 
wind flow(Y)"
"MidRight","Z","1.2192","Height = 1.2m","3.3","Raw -3m 4.5m-s",0.142239583333333,-3,0.0635867833333333,4.5,"Vertical (Z)"
"TopLeft","X","1.8288","Height = 1.8m","0.99","Raw -3m 4.5m-s",-0.0834895833333333,-3,-0.0373231833333333,4.5,"Perpendicular to 
wind flow (across) (X)"
"TopLeft","Y","1.8288","Height = 1.8m","0.99","Raw -3m 4.5m-s",10.5821875,-3,4.7306611,4.5,"Parallel to 
wind flow(Y)"
"TopLeft","Z","1.8288","Height = 1.8m","0.99","Raw -3m 4.5m-s",0.036875,-3,0.0164846,4.5,"Vertical (Z)"
"TopCenter","X","1.8288","Height = 1.8m","2.1","Raw -3m 4.5m-s",-0.209114583333333,-3,-0.0934825833333333,4.5,"Perpendicular to 
wind flow (across) (X)"
"TopCenter","Y","1.8288","Height = 1.8m","2.1","Raw -3m 4.5m-s",10.7402083333333,-3,4.80130273333333,4.5,"Parallel to 
wind flow(Y)"
"TopCenter","Z","1.8288","Height = 1.8m","2.1","Raw -3m 4.5m-s",0.00682291666666667,-3,0.00305011666666667,4.5,"Vertical (Z)"
"TopRight","X","1.8288","Height = 1.8m","3.3","Raw -3m 4.5m-s",-0.0566666666666667,-3,-0.0253322666666667,4.5,"Perpendicular to 
wind flow (across) (X)"
"TopRight","Y","1.8288","Height = 1.8m","3.3","Raw -3m 4.5m-s",10.194375,-3,4.5572934,4.5,"Parallel to 
wind flow(Y)"
"TopRight","Z","1.8288","Height = 1.8m","3.3","Raw -3m 4.5m-s",0.0642708333333333,-3,0.0287316333333333,4.5,"Vertical (Z)"
"BottomLeft","X","0.6096","Height = 0.6m","0.99","Raw -2m 1.5m-s",-0.527083333333333,-2,-0.235627333333333,1.5,"Perpendicular to 
wind flow (across) (X)"
"BottomLeft","Y","0.6096","Height = 0.6m","0.99","Raw -2m 1.5m-s",0.75578125,-2,0.33786445,1.5,"Parallel to 
wind flow(Y)"
"BottomLeft","Z","0.6096","Height = 0.6m","0.99","Raw -2m 1.5m-s",0.896041666666667,-2,0.400566466666667,1.5,"Vertical (Z)"
"BottomCenter","X","0.6096","Height = 0.6m","2.1","Raw -2m 1.5m-s",0.7484375,-2,0.3345815,1.5,"Perpendicular to 
wind flow (across) (X)"
"BottomCenter","Y","0.6096","Height = 0.6m","2.1","Raw -2m 1.5m-s",0.948697916666667,-2,0.424105916666667,1.5,"Parallel to 
wind flow(Y)"
"BottomCenter","Z","0.6096","Height = 0.6m","2.1","Raw -2m 1.5m-s",-0.385364583333333,-2,-0.172273383333333,1.5,"Vertical (Z)"
"BottomRight","X","0.6096","Height = 0.6m","3.3","Raw -2m 1.5m-s",1.608125,-2,0.7188962,1.5,"Perpendicular to 
wind flow (across) (X)"
"BottomRight","Y","0.6096","Height = 0.6m","3.3","Raw -2m 1.5m-s",1.72083333333333,-2,0.769281333333333,1.5,"Parallel to 
wind flow(Y)"
"BottomRight","Z","0.6096","Height = 0.6m","3.3","Raw -2m 1.5m-s",0.91828125,-2,0.41050845,1.5,"Vertical (Z)"
"MidLeft","X","1.2192","Height = 1.2m","0.99","Raw -2m 1.5m-s",-0.84359375,-2,-0.37712015,1.5,"Perpendicular to 
wind flow (across) (X)"
"MidLeft","Y","1.2192","Height = 1.2m","0.99","Raw -2m 1.5m-s",4.46546875,-2,1.99624315,1.5,"Parallel to 
wind flow(Y)"
"MidLeft","Z","1.2192","Height = 1.2m","0.99","Raw -2m 1.5m-s",1.01140625,-2,0.45213905,1.5,"Vertical (Z)"
"MidCenter","X","1.2192","Height = 1.2m","2.1","Raw -2m 1.5m-s",0.01328125,-2,0.00593725,1.5,"Perpendicular to 
wind flow (across) (X)"
"MidCenter","Y","1.2192","Height = 1.2m","2.1","Raw -2m 1.5m-s",5.90979166666667,-2,2.64191326666667,1.5,"Parallel to 
wind flow(Y)"
"MidCenter","Z","1.2192","Height = 1.2m","2.1","Raw -2m 1.5m-s",-0.586197916666667,-2,-0.262053916666667,1.5,"Vertical (Z)"
"MidRight","X","1.2192","Height = 1.2m","3.3","Raw -2m 1.5m-s",0.0175,-2,0.0078232,1.5,"Perpendicular to 
wind flow (across) (X)"
"MidRight","Y","1.2192","Height = 1.2m","3.3","Raw -2m 1.5m-s",5.21333333333333,-2,2.33056853333333,1.5,"Parallel to 
wind flow(Y)"
"MidRight","Z","1.2192","Height = 1.2m","3.3","Raw -2m 1.5m-s",0.600052083333333,-2,0.268247283333333,1.5,"Vertical (Z)"
"TopLeft","X","1.8288","Height = 1.8m","0.99","Raw -2m 1.5m-s",-1.29640625,-2,-0.57954545,1.5,"Perpendicular to 
wind flow (across) (X)"
"TopLeft","Y","1.8288","Height = 1.8m","0.99","Raw -2m 1.5m-s",5.6021875,-2,2.5044019,1.5,"Parallel to 
wind flow(Y)"
"TopLeft","Z","1.8288","Height = 1.8m","0.99","Raw -2m 1.5m-s",0.146614583333333,-2,0.0655425833333333,1.5,"Vertical (Z)"
"TopCenter","X","1.8288","Height = 1.8m","2.1","Raw -2m 1.5m-s",-0.888072916666667,-2,-0.397004116666667,1.5,"Perpendicular to 
wind flow (across) (X)"
"TopCenter","Y","1.8288","Height = 1.8m","2.1","Raw -2m 1.5m-s",6.44635416666667,-2,2.88177816666667,1.5,"Parallel to 
wind flow(Y)"
"TopCenter","Z","1.8288","Height = 1.8m","2.1","Raw -2m 1.5m-s",-0.2484375,-2,-0.1110615,1.5,"Vertical (Z)"
"TopRight","X","1.8288","Height = 1.8m","3.3","Raw -2m 1.5m-s",0.215416666666667,-2,0.0962998666666667,1.5,"Perpendicular to 
wind flow (across) (X)"
"TopRight","Y","1.8288","Height = 1.8m","3.3","Raw -2m 1.5m-s",5.84072916666667,-2,2.61103956666667,1.5,"Parallel to 
wind flow(Y)"
"TopRight","Z","1.8288","Height = 1.8m","3.3","Raw -2m 1.5m-s",0.255260416666667,-2,0.114111616666667,1.5,"Vertical (Z)"
"BottomLeft","X","0.6096","Height = 0.6m","0.99","Raw -2m 3m-s",0.170104166666667,-2,0.0760433666666667,3,"Perpendicular to 
wind flow (across) (X)"
"BottomLeft","Y","0.6096","Height = 0.6m","0.99","Raw -2m 3m-s",6.3990625,-2,2.8606369,3,"Parallel to 
wind flow(Y)"
"BottomLeft","Z","0.6096","Height = 0.6m","0.99","Raw -2m 3m-s",0.400416666666667,-2,0.179002266666667,3,"Vertical (Z)"
"BottomCenter","X","0.6096","Height = 0.6m","2.1","Raw -2m 3m-s",0.151510416666667,-2,0.0677312166666667,3,"Perpendicular to 
wind flow (across) (X)"
"BottomCenter","Y","0.6096","Height = 0.6m","2.1","Raw -2m 3m-s",5.9578125,-2,2.6633805,3,"Parallel to 
wind flow(Y)"
"BottomCenter","Z","0.6096","Height = 0.6m","2.1","Raw -2m 3m-s",0.451770833333333,-2,0.201959633333333,3,"Vertical (Z)"
"BottomRight","X","0.6096","Height = 0.6m","3.3","Raw -2m 3m-s",-0.340572916666667,-2,-0.152249716666667,3,"Perpendicular to 
wind flow (across) (X)"
"BottomRight","Y","0.6096","Height = 0.6m","3.3","Raw -2m 3m-s",5.17692708333333,-2,2.31429348333333,3,"Parallel to 
wind flow(Y)"
"BottomRight","Z","0.6096","Height = 0.6m","3.3","Raw -2m 3m-s",0.493125,-2,0.2204466,3,"Vertical (Z)"
"MidLeft","X","1.2192","Height = 1.2m","0.99","Raw -2m 3m-s",0.00411458333333333,-2,0.00183938333333333,3,"Perpendicular to 
wind flow (across) (X)"
"MidLeft","Y","1.2192","Height = 1.2m","0.99","Raw -2m 3m-s",6.07817708333333,-2,2.71718828333333,3,"Parallel to 
wind flow(Y)"
"MidLeft","Z","1.2192","Height = 1.2m","0.99","Raw -2m 3m-s",0.496302083333333,-2,0.221866883333333,3,"Vertical (Z)"
"MidCenter","X","1.2192","Height = 1.2m","2.1","Raw -2m 3m-s",-0.10296875,-2,-0.04603115,3,"Perpendicular to 
wind flow (across) (X)"
"MidCenter","Y","1.2192","Height = 1.2m","2.1","Raw -2m 3m-s",6.09895833333333,-2,2.72647833333333,3,"Parallel to 
wind flow(Y)"
"MidCenter","Z","1.2192","Height = 1.2m","2.1","Raw -2m 3m-s",0.6709375,-2,0.2999359,3,"Vertical (Z)"
"MidRight","X","1.2192","Height = 1.2m","3.3","Raw -2m 3m-s",-0.340104166666667,-2,-0.152040166666667,3,"Perpendicular to 
wind flow (across) (X)"
"MidRight","Y","1.2192","Height = 1.2m","3.3","Raw -2m 3m-s",6.32510416666667,-2,2.82757456666667,3,"Parallel to 
wind flow(Y)"
"MidRight","Z","1.2192","Height = 1.2m","3.3","Raw -2m 3m-s",0.715364583333333,-2,0.319796583333333,3,"Vertical (Z)"
"TopLeft","X","1.8288","Height = 1.8m","0.99","Raw -2m 3m-s",-0.151510416666667,-2,-0.0677312166666667,3,"Perpendicular to 
wind flow (across) (X)"
"TopLeft","Y","1.8288","Height = 1.8m","0.99","Raw -2m 3m-s",7.58765625,-2,3.39198585,3,"Parallel to 
wind flow(Y)"
"TopLeft","Z","1.8288","Height = 1.8m","0.99","Raw -2m 3m-s",0.47109375,-2,0.21059775,3,"Vertical (Z)"
"TopCenter","X","1.8288","Height = 1.8m","2.1","Raw -2m 3m-s",-0.218072916666667,-2,-0.0974873166666667,3,"Perpendicular to 
wind flow (across) (X)"
"TopCenter","Y","1.8288","Height = 1.8m","2.1","Raw -2m 3m-s",7.63140625,-2,3.41154385,3,"Parallel to 
wind flow(Y)"
"TopCenter","Z","1.8288","Height = 1.8m","2.1","Raw -2m 3m-s",0.63015625,-2,0.28170505,3,"Vertical (Z)"
"TopRight","X","1.8288","Height = 1.8m","3.3","Raw -2m 3m-s",-0.219427083333333,-2,-0.0980926833333333,3,"Perpendicular to 
wind flow (across) (X)"
"TopRight","Y","1.8288","Height = 1.8m","3.3","Raw -2m 3m-s",7.2025,-2,3.2198056,3,"Parallel to 
wind flow(Y)"
"TopRight","Z","1.8288","Height = 1.8m","3.3","Raw -2m 3m-s",0.517760416666667,-2,0.231459616666667,3,"Vertical (Z)"
"BottomLeft","X","0.6096","Height = 0.6m","0.99","Raw -2m 4.5m-s",0.17234375,-2,0.07704455,4.5,"Perpendicular to 
wind flow (across) (X)"
"BottomLeft","Y","0.6096","Height = 0.6m","0.99","Raw -2m 4.5m-s",9.82119791666667,-2,4.39046831666667,4.5,"Parallel to 
wind flow(Y)"
"BottomLeft","Z","0.6096","Height = 0.6m","0.99","Raw -2m 4.5m-s",0.323958333333333,-2,0.144822333333333,4.5,"Vertical (Z)"
"BottomCenter","X","0.6096","Height = 0.6m","2.1","Raw -2m 4.5m-s",0.208541666666667,-2,0.0932264666666667,4.5,"Perpendicular to 
wind flow (across) (X)"
"BottomCenter","Y","0.6096","Height = 0.6m","2.1","Raw -2m 4.5m-s",9.51932291666667,-2,4.25551811666667,4.5,"Parallel to 
wind flow(Y)"
"BottomCenter","Z","0.6096","Height = 0.6m","2.1","Raw -2m 4.5m-s",0.38125,-2,0.170434,4.5,"Vertical (Z)"
"BottomRight","X","0.6096","Height = 0.6m","3.3","Raw -2m 4.5m-s",-0.27328125,-2,-0.12216765,4.5,"Perpendicular to 
wind flow (across) (X)"
"BottomRight","Y","0.6096","Height = 0.6m","3.3","Raw -2m 4.5m-s",8.246875,-2,3.686683,4.5,"Parallel to 
wind flow(Y)"
"BottomRight","Z","0.6096","Height = 0.6m","3.3","Raw -2m 4.5m-s",0.452552083333333,-2,0.202308883333333,4.5,"Vertical (Z)"
"MidLeft","X","1.2192","Height = 1.2m","0.99","Raw -2m 4.5m-s",0.0754166666666667,-2,0.0337142666666667,4.5,"Perpendicular to 
wind flow (across) (X)"
"MidLeft","Y","1.2192","Height = 1.2m","0.99","Raw -2m 4.5m-s",9.3884375,-2,4.1970071,4.5,"Parallel to 
wind flow(Y)"
"MidLeft","Z","1.2192","Height = 1.2m","0.99","Raw -2m 4.5m-s",0.362552083333333,-2,0.162075283333333,4.5,"Vertical (Z)"
"MidCenter","X","1.2192","Height = 1.2m","2.1","Raw -2m 4.5m-s",-0.11296875,-2,-0.05050155,4.5,"Perpendicular to 
wind flow (across) (X)"
"MidCenter","Y","1.2192","Height = 1.2m","2.1","Raw -2m 4.5m-s",9.65166666666667,-2,4.31468106666667,4.5,"Parallel to 
wind flow(Y)"
"MidCenter","Z","1.2192","Height = 1.2m","2.1","Raw -2m 4.5m-s",0.519479166666667,-2,0.232227966666667,4.5,"Vertical (Z)"
"MidRight","X","1.2192","Height = 1.2m","3.3","Raw -2m 4.5m-s",-0.312239583333333,-2,-0.139583583333333,4.5,"Perpendicular to 
wind flow (across) (X)"
"MidRight","Y","1.2192","Height = 1.2m","3.3","Raw -2m 4.5m-s",9.68651041666667,-2,4.33025761666667,4.5,"Parallel to 
wind flow(Y)"
"MidRight","Z","1.2192","Height = 1.2m","3.3","Raw -2m 4.5m-s",0.639114583333333,-2,0.285709783333333,4.5,"Vertical (Z)"
"TopLeft","X","1.8288","Height = 1.8m","0.99","Raw -2m 4.5m-s",-0.212447916666667,-2,-0.0949727166666667,4.5,"Perpendicular to 
wind flow (across) (X)"
"TopLeft","Y","1.8288","Height = 1.8m","0.99","Raw -2m 4.5m-s",11.01890625,-2,4.92589185,4.5,"Parallel to 
wind flow(Y)"
"TopLeft","Z","1.8288","Height = 1.8m","0.99","Raw -2m 4.5m-s",0.28484375,-2,0.12733655,4.5,"Vertical (Z)"
"TopCenter","X","1.8288","Height = 1.8m","2.1","Raw -2m 4.5m-s",-0.16109375,-2,-0.07201535,4.5,"Perpendicular to 
wind flow (across) (X)"
"TopCenter","Y","1.8288","Height = 1.8m","2.1","Raw -2m 4.5m-s",11.1815625,-2,4.9986057,4.5,"Parallel to 
wind flow(Y)"
"TopCenter","Z","1.8288","Height = 1.8m","2.1","Raw -2m 4.5m-s",0.342083333333333,-2,0.152924933333333,4.5,"Vertical (Z)"
"TopRight","X","1.8288","Height = 1.8m","3.3","Raw -2m 4.5m-s",-0.1959375,-2,-0.0875919,4.5,"Perpendicular to 
wind flow (across) (X)"
"TopRight","Y","1.8288","Height = 1.8m","3.3","Raw -2m 4.5m-s",10.7607291666667,-2,4.81047636666667,4.5,"Parallel to 
wind flow(Y)"
"TopRight","Z","1.8288","Height = 1.8m","3.3","Raw -2m 4.5m-s",0.377552083333333,-2,0.168780883333333,4.5,"Vertical (Z)"
"BottomLeft","X","0.6096","Height = 0.6m","0.99","Raw -1m 1.5m-s",-0.208125,-1,-0.0930402,1.5,"Perpendicular to 
wind flow (across) (X)"
"BottomLeft","Y","0.6096","Height = 0.6m","0.99","Raw -1m 1.5m-s",1.26078125,-1,0.56361965,1.5,"Parallel to 
wind flow(Y)"
"BottomLeft","Z","0.6096","Height = 0.6m","0.99","Raw -1m 1.5m-s",0.147604166666667,-1,0.0659849666666667,1.5,"Vertical (Z)"
"BottomCenter","X","0.6096","Height = 0.6m","2.1","Raw -1m 1.5m-s",0.467708333333333,-1,0.209084333333333,1.5,"Perpendicular to 
wind flow (across) (X)"
"BottomCenter","Y","0.6096","Height = 0.6m","2.1","Raw -1m 1.5m-s",1.53625,-1,0.6867652,1.5,"Parallel to 
wind flow(Y)"
"BottomCenter","Z","0.6096","Height = 0.6m","2.1","Raw -1m 1.5m-s",-1.79208333333333,-1,-0.801132933333333,1.5,"Vertical (Z)"
"BottomRight","X","0.6096","Height = 0.6m","3.3","Raw -1m 1.5m-s",2.41494791666667,-1,1.07957831666667,1.5,"Perpendicular to 
wind flow (across) (X)"
"BottomRight","Y","0.6096","Height = 0.6m","3.3","Raw -1m 1.5m-s",3.0365625,-1,1.3574649,1.5,"Parallel to 
wind flow(Y)"
"BottomRight","Z","0.6096","Height = 0.6m","3.3","Raw -1m 1.5m-s",-0.148958333333333,-1,-0.0665903333333333,1.5,"Vertical (Z)"
"MidLeft","X","1.2192","Height = 1.2m","0.99","Raw -1m 1.5m-s",-2.2853125,-1,-1.0216261,1.5,"Perpendicular to 
wind flow (across) (X)"
"MidLeft","Y","1.2192","Height = 1.2m","0.99","Raw -1m 1.5m-s",4.82526041666667,-1,2.15708441666667,1.5,"Parallel to 
wind flow(Y)"
